symbols	vmsize	filesize
__PRETTY_FUNCTION__.9275	20	93
ellipsis_repr	55	93
long_nonzero	56	93
sys_current_frames	50	93
sys_getrefcount	53	93
type_is_gc	58	93
[section .eh_frame]	92	92
_Py_hgidentifier	51	92
builtin_open	55	92
get_begidx	57	92
get_endidx	57	92
int_nonzero	56	92
none_dealloc	55	92
proxy_getiter	54	92
_PyInt_FromGid	52	91
_PyInt_FromUid	52	91
rl_startup_hook	72	91
string_repr	55	91
structseq_length	50	91
CSWTCH.210	55	90
Py_GetCompiler	51	90
Py_GetPlatform	51	90
__PRETTY_FUNCTION__.9476	17	90
builtin_repr	53	90
float_hash	55	90
imp_lock_held	52	90
int_get0	57	90
int_get1	57	90
onintr	59	90
rangeiter_len	61	90
sys_files	56	90
_PyList_Extend	50	89
_Py_hgversion	51	89
bin_power	55	89
buffer_as_buffer	48	89
builtin_abs	53	89
long_info_fields	48	89
long_repr	55	89
none_repr	55	89
string_as_buffer	48	89
PyDict_Update	50	88
builtin_id	53	88
proxy_len	54	88
string_length	50	88
int_long	54	87
mro_external	50	87
range_length	50	87
wrap_call	53	87
dict_length	50	86
gc_isenabled	57	86
list_length	50	86
tuplelength	50	86
PyMem_Free	50	85
kwlist.10038	48	85
long_str	52	85
posix_abort	49	85
get_history_length	57	84
kwlist.9293	48	84
__PRETTY_FUNCTION__.10354	32	82
__PRETTY_FUNCTION__.9483	33	82
half_even_correction.9951	32	82
set_len	50	82
errmsg.10284	44	81
__PRETTY_FUNCTION__.9322	31	80
__PRETTY_FUNCTION__.9669	31	80
ptrs.11173	80	35
__PRETTY_FUNCTION__.9685	30	79
main	50	79
struct_time_type_desc	32	78
kwlist.10582	40	77
methods.9480	40	77
struct_pwd_type_desc	32	77
kwlist.9597	40	76
statvfs_result_desc	32	76
__PRETTY_FUNCTION__.10374	25	75
__PRETTY_FUNCTION__.9546	26	75
struct_rusage_desc	32	75
__PRETTY_FUNCTION__.11268	24	74
__PRETTY_FUNCTION__.9366	25	74
__PRETTY_FUNCTION__.9683	25	74
__libc_csu_fini	34	74
version_info_desc	32	74
__PRETTY_FUNCTION__.10069	23	73
__PRETTY_FUNCTION__.9391	24	73
__PRETTY_FUNCTION__.9595	24	73
__PRETTY_FUNCTION__.9675	24	73
stat_result_desc	32	73
__PRETTY_FUNCTION__.9565	23	72
__PRETTY_FUNCTION__.9751	23	72
__PRETTY_FUNCTION__.9976	23	72
__PRETTY_FUNCTION__.9990	23	72
__PRETTY_FUNCTION__.10775	21	71
__PRETTY_FUNCTION__.9178	22	71
__PRETTY_FUNCTION__.9186	22	71
__PRETTY_FUNCTION__.9301	22	71
__PRETTY_FUNCTION__.9423	22	71
__PRETTY_FUNCTION__.9491	22	71
__PRETTY_FUNCTION__.9560	22	71
__PRETTY_FUNCTION__.9814	22	71
__PRETTY_FUNCTION__.9878	22	71
floatinfo_desc	32	71
long_info_desc	32	71
__PRETTY_FUNCTION__.9386	21	70
__PRETTY_FUNCTION__.9462	21	70
__PRETTY_FUNCTION__.9541	21	70
__PRETTY_FUNCTION__.9848	21	70
__PRETTY_FUNCTION__.10507	19	69
__PRETTY_FUNCTION__.9231	20	69
__PRETTY_FUNCTION__.9248	20	69
__PRETTY_FUNCTION__.9302	20	69
__PRETTY_FUNCTION__.9341	20	69
__PRETTY_FUNCTION__.9511	20	69
kw_list.9446	32	69
kwlist.10450	32	69
structseq_as_mapping	24	69
__PRETTY_FUNCTION__.9211	19	68
__PRETTY_FUNCTION__.9315	19	68
__PRETTY_FUNCTION__.9365	19	68
__PRETTY_FUNCTION__.9650	19	68
__PRETTY_FUNCTION__.9715	19	68
__PRETTY_FUNCTION__.9798	19	68
__PRETTY_FUNCTION__.9904	19	68
instance_as_mapping	24	68
kwlist.9258	32	68
kwlist.9615	32	68
kwlist.9749	32	68
kwlist.9936	32	68
__PRETTY_FUNCTION__.10039	17	67
__PRETTY_FUNCTION__.10201	17	67
__PRETTY_FUNCTION__.10439	17	67
__PRETTY_FUNCTION__.9311	18	67
__PRETTY_FUNCTION__.9487	18	67
__PRETTY_FUNCTION__.9688	18	67
__PRETTY_FUNCTION__.9709	18	67
__PRETTY_FUNCTION__.9772	18	67
__PRETTY_FUNCTION__.9863	18	67
flags_desc	32	67
CSWTCH.37	32	66
__PRETTY_FUNCTION__.10083	16	66
__PRETTY_FUNCTION__.10379	16	66
__PRETTY_FUNCTION__.10467	16	66
__PRETTY_FUNCTION__.10700	16	66
__PRETTY_FUNCTION__.10878	16	66
__PRETTY_FUNCTION__.9235	17	66
__PRETTY_FUNCTION__.9271	17	66
__PRETTY_FUNCTION__.9272	17	66
__PRETTY_FUNCTION__.9472	17	66
__PRETTY_FUNCTION__.9535	17	66
__PRETTY_FUNCTION__.9563	17	66
__PRETTY_FUNCTION__.9583	17	66
__PRETTY_FUNCTION__.9633	17	66
__PRETTY_FUNCTION__.9651	17	66
__PRETTY_FUNCTION__.9694	17	66
__PRETTY_FUNCTION__.9706	17	66
__PRETTY_FUNCTION__.9928	17	66
__PRETTY_FUNCTION__.9980	17	66
buffer_as_mapping	24	66
string_as_mapping	24	66
_Py_NotImplementedStruct	16	65
__PRETTY_FUNCTION__.10049	15	65
__PRETTY_FUNCTION__.10093	15	65
__PRETTY_FUNCTION__.11325	15	65
__PRETTY_FUNCTION__.9286	16	65
__PRETTY_FUNCTION__.9306	16	65
__PRETTY_FUNCTION__.9307	16	65
__PRETTY_FUNCTION__.9368	16	65
__PRETTY_FUNCTION__.9460	16	65
__PRETTY_FUNCTION__.9492	16	65
__PRETTY_FUNCTION__.9505	16	65
__PRETTY_FUNCTION__.9551	16	65
__PRETTY_FUNCTION__.9586	16	65
__PRETTY_FUNCTION__.9698	16	65
tuple_as_mapping	24	65
__PRETTY_FUNCTION__.10023	14	64
__PRETTY_FUNCTION__.10094	14	64
__PRETTY_FUNCTION__.10149	14	64
__PRETTY_FUNCTION__.10347	14	64
__PRETTY_FUNCTION__.11215	14	64
__PRETTY_FUNCTION__.11297	14	64
__PRETTY_FUNCTION__.9246	15	64
__PRETTY_FUNCTION__.9299	15	64
__PRETTY_FUNCTION__.9339	15	64
__PRETTY_FUNCTION__.9374	15	64
__PRETTY_FUNCTION__.9409	15	64
__PRETTY_FUNCTION__.9427	15	64
__PRETTY_FUNCTION__.9449	15	64
__PRETTY_FUNCTION__.9468	15	64
__PRETTY_FUNCTION__.9499	15	64
__PRETTY_FUNCTION__.9766	15	64
dict_as_mapping	24	64
fd_builtin.9747	24	64
fd_package.9748	24	64
importhookdescr	24	64
list_as_mapping	24	64
_Py_TrueStruct	24	63
_Py_ZeroStruct	24	63
__PRETTY_FUNCTION__.10072	13	63
__PRETTY_FUNCTION__.10160	13	63
__PRETTY_FUNCTION__.10338	13	63
__PRETTY_FUNCTION__.10343	13	63
__PRETTY_FUNCTION__.10368	13	63
__PRETTY_FUNCTION__.10476	13	63
__PRETTY_FUNCTION__.10703	13	63
__PRETTY_FUNCTION__.8617	14	63
__PRETTY_FUNCTION__.9201	14	63
__PRETTY_FUNCTION__.9209	14	63
__PRETTY_FUNCTION__.9247	14	63
__PRETTY_FUNCTION__.9261	14	63
__PRETTY_FUNCTION__.9263	14	63
__PRETTY_FUNCTION__.9285	14	63
__PRETTY_FUNCTION__.9323	14	63
__PRETTY_FUNCTION__.9352	14	63
__PRETTY_FUNCTION__.9404	14	63
__PRETTY_FUNCTION__.9407	14	63
__PRETTY_FUNCTION__.9432	14	63
__PRETTY_FUNCTION__.9463	14	63
__PRETTY_FUNCTION__.9540	14	63
__PRETTY_FUNCTION__.9590	14	63
__PRETTY_FUNCTION__.9618	14	63
__PRETTY_FUNCTION__.9897	14	63
__PRETTY_FUNCTION__.9959	14	63
__PRETTY_FUNCTION__.9992	14	63
PyStructSequence_UnnamedField	8	62
_Py_SwappedOp	24	62
__PRETTY_FUNCTION__.10639	12	62
__PRETTY_FUNCTION__.11144	12	62
__PRETTY_FUNCTION__.11157	12	62
__PRETTY_FUNCTION__.9206	13	62
__PRETTY_FUNCTION__.9244	13	62
__PRETTY_FUNCTION__.9309	13	62
__PRETTY_FUNCTION__.9349	13	62
__PRETTY_FUNCTION__.9496	13	62
__PRETTY_FUNCTION__.9548	13	62
__PRETTY_FUNCTION__.9610	13	62
__PRETTY_FUNCTION__.9692	13	62
urandom_cache	24	62
__PRETTY_FUNCTION__.10103	11	61
__PRETTY_FUNCTION__.9185	12	61
__PRETTY_FUNCTION__.9192	12	61
__PRETTY_FUNCTION__.9282	12	61
__PRETTY_FUNCTION__.9283	12	61
__PRETTY_FUNCTION__.9292	12	61
__PRETTY_FUNCTION__.9317	12	61
__PRETTY_FUNCTION__.9372	12	61
__PRETTY_FUNCTION__.9466	12	61
__PRETTY_FUNCTION__.9503	12	61
__PRETTY_FUNCTION__.9518	12	61
__PRETTY_FUNCTION__.9524	12	61
__PRETTY_FUNCTION__.9686	12	61
__PRETTY_FUNCTION__.9714	12	61
__PRETTY_FUNCTION__.9849	12	61
kwlist.10427	24	61
kwlist.10517	24	61
kwlist.10528	24	61
visible_length_key	18	61
__PRETTY_FUNCTION__.9196	11	60
__PRETTY_FUNCTION__.9256	11	60
__PRETTY_FUNCTION__.9353	11	60
__PRETTY_FUNCTION__.9367	11	60
__PRETTY_FUNCTION__.9393	11	60
__PRETTY_FUNCTION__.9486	11	60
__PRETTY_FUNCTION__.9488	11	60
__PRETTY_FUNCTION__.9490	11	60
__PRETTY_FUNCTION__.9512	11	60
__PRETTY_FUNCTION__.9697	11	60
__PRETTY_FUNCTION__.9907	11	60
kwlist.9189	24	60
kwlist.9260	24	60
kwlist.9291	24	60
kwlist.9575	24	60
kwlist.9803	24	60
unnamed_fields_key	17	60
_Py_EllipsisObject	16	59
__PRETTY_FUNCTION__.10180	9	59
__PRETTY_FUNCTION__.10229	9	59
__PRETTY_FUNCTION__.9262	10	59
__PRETTY_FUNCTION__.9277	10	59
__PRETTY_FUNCTION__.9343	10	59
__PRETTY_FUNCTION__.9358	10	59
__PRETTY_FUNCTION__.9390	10	59
__PRETTY_FUNCTION__.9416	10	59
__PRETTY_FUNCTION__.9443	10	59
__PRETTY_FUNCTION__.9451	10	59
__PRETTY_FUNCTION__.9506	10	59
__PRETTY_FUNCTION__.9585	10	59
__PRETTY_FUNCTION__.9620	10	59
__PRETTY_FUNCTION__.9838	10	59
__PRETTY_FUNCTION__.9867	10	59
block_list	16	59
tries.9314	24	59
__PRETTY_FUNCTION__.10404	8	58
__PRETTY_FUNCTION__.11167	8	58
__PRETTY_FUNCTION__.9290	9	58
__PRETTY_FUNCTION__.9327	9	58
__PRETTY_FUNCTION__.9369	9	58
__PRETTY_FUNCTION__.9414	9	58
__PRETTY_FUNCTION__.9426	9	58
__PRETTY_FUNCTION__.9600	9	58
__PRETTY_FUNCTION__.9607	9	58
__PRETTY_FUNCTION__.9625	9	58
__PRETTY_FUNCTION__.9646	9	58
__PRETTY_FUNCTION__.9672	9	58
__PRETTY_FUNCTION__.9750	9	58
__PRETTY_FUNCTION__.9777	9	58
__PRETTY_FUNCTION__.9839	9	58
__PRETTY_FUNCTION__.9955	9	58
__PRETTY_FUNCTION__.9194	8	57
__PRETTY_FUNCTION__.9395	8	57
__PRETTY_FUNCTION__.9458	8	57
__PRETTY_FUNCTION__.9710	8	57
__PRETTY_FUNCTION__.10034	6	56
__PRETTY_FUNCTION__.10111	6	56
__PRETTY_FUNCTION__.9642	7	56
__PRETTY_FUNCTION__.9657	7	56
whatstrings	56	36
_Py_NoneStruct	16	55
cStringIO_module_documentation	1	55
dummy	16	54
keywords.9479	16	54
PyOS_ReadlineFunctionPointer	8	53
Py_FileSystemDefaultEncoding	8	53
[section .comment]	0	53
kwlist.10691	16	53
OVM_BUNDLE_FILENAME	8	52
_Py_CheckRecursionLimit	4	52
buildinfo.9176	52	39
kwlist.9193	16	52
kwlist.9400	16	52
kwlist.9680	16	52
kwlist.9866	16	52
narenas_currently_allocated	8	52
_Py_HashSecret_Initialized	4	51
_PyGC_generation0	8	50
branch	50	31
shortbranch	50	29
PyExc_RecursionErrorInst	8	49
Py_DontWriteBytecodeFlag	4	49
Py_HashRandomizationFlag	4	49
Py_IgnoreEnvironmentFlag	4	49
real_length_key	9	49
ticks_per_second	8	49
_PyThreadState_GetFrame	8	48
_PyTrash_delete_nesting	4	48
empty_argv.9936	8	48
op_str.11090	48	37
Py_DivisionWarningFlag	4	47
Py_NoUserSiteDirectory	4	47
_PyThreadState_Current	8	47
detected_double_format	4	47
functools_reduce.10557	8	47
get_history_length_doc	1	47
getattribute_str.11054	8	47
getattribute_str.11071	8	47
set_history_length_doc	1	47
PyCapsule_Type__doc__	1	46
PyExc_MemoryErrorInst	8	46
_Py_CheckInterval	4	46
detected_float_format	4	46
statvfs_result__doc__	1	46
_PyOS_ReadlineTState	8	45
completer_word_break_characters	8	45
get_source_name.9463	8	45
splitlines_name.9464	8	45
struct_passwd__doc__	1	45
struct_rusage__doc__	1	45
unused_arena_objects	8	45
IO_readlines__doc__	1	44
O_writelines__doc__	1	44
Py_BytesWarningFlag	4	44
_Py_TracingPossible	4	44
_history_length	4	44
doc_replace_history	1	44
importing_zlib.9453	4	44
not_yet_string.9606	8	44
recursion_limit	4	44
reversed_cache.9234	8	44
struct_rusage.10815	8	44
version_info__doc__	1	44
zip_directory_cache	8	44
IO_StringIO__doc__	1	43
IO_readline__doc__	1	43
IO_truncate__doc__	1	43
Py_InteractiveFlag	4	43
Py_Py3kWarningFlag	4	43
_Py_PackageContext	8	43
contains_str.10746	8	43
delslice_str.10736	8	43
dictvalues_methods	32	43
doc_remove_history	1	43
getslice_str.10720	8	43
instancemethod_doc	1	43
long_lived_pending	8	43
pendingcalls_to_do	4	43
setslice_str.10737	8	43
stat_result__doc__	1	43
str__sizeof__.9794	8	43
MAIN_NAME	8	42
_PyImport_Filetab	8	42
__contains__.9658	8	42
builtins_str.9991	8	42
copyreg_str.10202	8	42
delattr_str.11079	8	42
delitem_str.10727	8	42
delitem_str.10758	8	42
dictitems_methods	32	42
format_cache.9569	8	42
getattr_str.11072	8	42
getitem_str.10709	8	42
getitem_str.11103	8	42
initialized.11214	4	42
nonzero_str.10843	8	42
old_siginthandler	8	42
pyc_magic	8	42
setattr_str.11080	8	42
setitem_str.10728	8	42
setitem_str.10759	8	42
str_newline.10454	8	42
warnings_str.9238	8	42
IO_getval__doc__	1	41
IO_isatty__doc__	1	41
coerce_str.10900	8	41
default_str.9506	8	41
delslicestr.9653	8	41
dictkeys_methods	32	41
dummy_args.10451	8	41
floatinfo__doc__	1	41
gen__name__doc__	1	41
getslicestr.9634	8	41
long_info__doc__	1	41
long_lived_total	8	41
missing_str.9430	8	41
next_version_tag	4	41
rcache_str.10765	8	41
rcache_str.10773	8	41
rcache_str.10781	8	41
rcache_str.10789	8	41
rcache_str.10797	8	41
rcache_str.10805	8	41
rcache_str.10817	8	41
rcache_str.10861	8	41
rcache_str.10869	8	41
rcache_str.10877	8	41
rcache_str.10885	8	41
rcache_str.10893	8	41
rcache_str.10986	8	41
rcache_str.10994	8	41
setslicestr.9652	8	41
staticmethod_doc	1	41
IO_flush__doc__	1	40
IO_reset__doc__	1	40
__bases__.10108	8	40
__class__.10133	8	40
_default_action	8	40
cache_str.10751	8	40
cache_str.10764	8	40
cache_str.10772	8	40
cache_str.10780	8	40
cache_str.10788	8	40
cache_str.10796	8	40
cache_str.10804	8	40
cache_str.10816	8	40
cache_str.10829	8	40
cache_str.10833	8	40
cache_str.10837	8	40
cache_str.10855	8	40
cache_str.10860	8	40
cache_str.10868	8	40
cache_str.10876	8	40
cache_str.10884	8	40
cache_str.10892	8	40
cache_str.10908	8	40
cache_str.10912	8	40
cache_str.10916	8	40
cache_str.10920	8	40
cache_str.10924	8	40
cache_str.10929	8	40
cache_str.10934	8	40
cache_str.10939	8	40
cache_str.10944	8	40
cache_str.10949	8	40
cache_str.10955	8	40
cache_str.10960	8	40
cache_str.10965	8	40
cache_str.10970	8	40
cache_str.10975	8	40
cache_str.10980	8	40
cache_str.10985	8	40
cache_str.10993	8	40
cache_str.11001	8	40
cache_str.11006	8	40
class_str.11337	8	40
classmethod_doc	1	40
doc_add_history	1	40
err_format.9801	8	40
hintstrobj.9357	8	40
ignore_str.9504	8	40
import_str.9992	8	40
index_str.10851	8	40
nonzerostr.9851	8	40
silly_list.9990	8	40
sortwrapper_doc	1	40
str_space.10455	8	40
trunc_name.9811	8	40
trunc_name.9830	8	40
warnings__doc__	1	40
zipimporter_doc	1	40
DefaultHandler	8	39
IO_read__doc__	1	39
IO_seek__doc__	1	39
IO_tell__doc__	1	39
O_close__doc__	1	39
O_write__doc__	1	39
PyOS_InputHook	8	39
Py_InspectFlag	4	39
Py_UnicodeFlag	4	39
Py_VerboseFlag	4	39
ZipImportError	8	39
_Py_HashSecret	16	39
_once_registry	8	39
builtin_object	8	39
call_str.11047	8	39
completed.7594	1	39
dictionary_doc	1	39
emptyfrozenset	8	39
error_str.9505	8	39
exceptions_doc	1	39
hash_str.11037	8	39
init_str.11130	8	39
iter_str.11102	8	39
next_str.11108	8	39
repr_str.11026	8	39
IgnoreHandler	8	38
Py_FrozenFlag	4	38
Py_NoSiteFlag	4	38
ResourceError	8	38
__name__.9210	8	38
cmp_str.11014	8	38
cmp_str.11039	8	38
del_str.11123	8	38
del_str.11151	8	38
dict_str.9874	8	38
errno_methods	32	38
frozenset_doc	1	38
get_str.11116	8	38
indexstr.9857	8	38
int_name.9804	8	38
int_name.9870	8	38
len_str.10702	8	38
len_str.10844	8	38
new_str.11138	8	38
pow_str.10825	8	38
set_str.11124	8	38
str_str.11032	8	38
usable_arenas	8	38
wakeup_fd	4	38
zipimport_doc	1	38
Itype__doc__	1	37
Otype__doc__	1	37
Py_DebugFlag	4	37
_Py_QnewFlag	4	37
cmp_obj.9834	8	37
dir_str.9603	8	37
eq_str.11038	8	37
errno__doc__	1	37
flags__doc__	1	37
hashstr.9582	8	37
initstr.9453	8	37
instance_doc	1	37
mro_str.9818	8	37
namestr.9229	8	37
namestr.9896	8	37
pathstr.9897	8	37
pendingfirst	4	37
posix__doc__	1	37
posix_putenv_garbage	8	37
property_doc	1	37
reprstr.9566	8	37
reversed_doc	1	37
socket_error	8	37
startup_hook	8	37
svn_revision	8	37
ItimerError	8	36
[section .note.gnu.build-id]	36	36
builtin_doc	1	36
cmpstr.9584	8	36
comma.10130	8	36
delstr.9470	8	36
docstr.9227	8	36
docstr.9967	8	36
enabled	4	36
interp_head	8	36
kwlist.9249	8	36
marshal_doc	1	36
modstr.9228	8	36
pendinglast	4	36
pkgstr.9898	8	36
pname.11172	8	36
strstr.9575	8	36
warnoptions	8	36
IntHandler	8	35
_Py_Ticker	4	35
buffer_doc	1	35
coerce_obj	8	35
collecting	4	35
delattrstr	8	35
delitemstr	8	35
doc_module	1	35
enter.9989	8	35
eqstr.9583	8	35
extensions	8	35
getattrstr	8	35
getitemstr	8	35
is_tripped	4	35
name.10141	8	35
name.10161	8	35
nexitfuncs	4	35
nullstring	8	35
pwd__doc__	1	35
setattrstr	8	35
setitemstr	8	35
string_doc	1	35
busy.9515	4	34
busy.9521	4	34
class_doc	1	34
completer	8	34
exit.9988	8	34
false_str	8	34
float_doc	1	34
functions	32	34
gc__doc__	1	34
maxarenas	4	34
range_doc	1	34
slice_doc	1	34
super_doc	1	34
tuple_doc	1	34
_filters	8	33
bool_doc	1	33
code_doc	1	33
enum_doc	1	33
file_doc	1	33
func_doc	1	33
indexerr	8	33
interned	8	33
list_doc	1	33
long_doc	1	33
one.9206	8	33
true_str	8	33
type_doc	1	33
PyExc_ArithmeticError	8	32
PyExc_AssertionError	8	32
PyExc_AttributeError	8	32
PyExc_BaseException	8	32
PyExc_BufferError	8	32
PyExc_BytesWarning	8	32
PyExc_DeprecationWarning	8	32
PyExc_EOFError	8	32
PyExc_EnvironmentError	8	32
PyExc_Exception	8	32
PyExc_FloatingPointError	8	32
PyExc_FutureWarning	8	32
PyExc_GeneratorExit	8	32
PyExc_IOError	8	32
PyExc_ImportError	8	32
PyExc_ImportWarning	8	32
PyExc_IndentationError	8	32
PyExc_IndexError	8	32
PyExc_KeyError	8	32
PyExc_KeyboardInterrupt	8	32
PyExc_LookupError	8	32
PyExc_MemoryError	8	32
PyExc_NameError	8	32
PyExc_NotImplementedError	8	32
PyExc_OSError	8	32
PyExc_OverflowError	8	32
PyExc_PendingDeprecationWarning	8	32
PyExc_ReferenceError	8	32
PyExc_RuntimeError	8	32
PyExc_RuntimeWarning	8	32
PyExc_StandardError	8	32
PyExc_StopIteration	8	32
PyExc_SyntaxError	8	32
PyExc_SyntaxWarning	8	32
PyExc_SystemError	8	32
PyExc_SystemExit	8	32
PyExc_TabError	8	32
PyExc_TypeError	8	32
PyExc_UnboundLocalError	8	32
PyExc_UnicodeError	8	32
PyExc_UnicodeWarning	8	32
PyExc_UserWarning	8	32
PyExc_ValueError	8	32
PyExc_Warning	8	32
PyExc_ZeroDivisionError	8	32
PyImport_Inittab	8	32
[section .note.ABI-tag]	32	32
doc_imp	1	32
garbage	8	32
int_doc	1	32
iterstr	8	32
moddict	8	32
nextstr	8	32
sys_doc	1	32
delstr	8	31
gc_str	8	31
lenstr	8	31
o.9721	8	31
o.9725	8	31
o.9729	8	31
o.9861	8	31
o.9865	8	31
o.9874	8	31
o.9878	8	31
o.9882	8	31
o.9886	8	31
_stat_float_times	4	29
tmod	8	29
[section .interp]	28	28
basestring_doc	1	28
doc_get_begidx	1	28
doc_get_completer	1	28
doc_get_completer_delims	1	28
doc_get_completion_type	1	28
doc_get_current_history_length	1	28
doc_get_endidx	1	28
doc_get_history_item	1	28
doc_get_line_buffer	1	28
doc_insert_text	1	28
doc_parse_and_bind	1	28
doc_read_history_file	1	28
doc_read_init_file	1	28
doc_redisplay	1	28
doc_set_completer	1	28
doc_set_completer_delims	1	28
doc_set_completion_display_matches_hook	1	28
doc_set_startup_hook	1	28
doc_write_history_file	1	28
svn_initialized	4	28
cmpwrapper_doc	1	27
[section .init]	26	26
[section .rela.dyn]	24	24
[section .rela.plt]	24	24
arenas	8	24
begidx	8	24
completion_display_matches_hook	8	24
debug	4	24
double_format	4	24
endidx	8	24
float_format	4	24
set_doc	1	24
[section .eh_frame_hdr]	20	20
[section .fini]	9	9
[LOAD [RW]]	8	8
[section .got]	8	8
[section .jcr]	8	8
[section .plt.got]	8	8
